날짜,순위,제목,가수
2024-12-08,37,사랑을 억지로 할 수 없잖아,황치열
2024-12-08,38,예뻤어,DAY6 (데이식스)
2024-12-08,39,청춘만화,이무진
2024-12-08,40,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU(악뮤)
2024-12-08,41,Supersonic,프로미스나인
2024-12-08,42,천상연,이창섭
2024-12-08,43,에피소드,이무진
2024-12-08,44,3am,로제(ROSÉ)
2024-12-08,45,Small girl (feat. 도경수(D.O.)),이영지
2024-12-08,46,네모네모,YENA (최예나)
2024-12-08,47,Snowman,Sia(시아)
2024-12-08,48,밤양갱,비비(BIBI)
2024-12-08,49,two years,로제(ROSÉ)
2024-12-08,50,슬픈 초대장,순순희 (지환)
2024-12-08,51,stay a little longer,로제(ROSÉ)
2024-12-08,52,Magnetic,아일릿(ILLIT)
2024-12-08,53,Congratulations,DAY6 (데이식스)
2024-12-08,54,Hype Boy,NewJeans
2024-12-08,55,I AM,IVE (아이브)
2024-12-08,56,Bubble Gum,NewJeans
2024-12-08,57,Sticky,KISS OF LIFE
2024-12-08,58,해야 (HEYA),IVE (아이브)
2024-12-08,59,너의 모든 순간,성시경
2024-12-08,60,비의 랩소디,임재현
2024-12-08,61,Love me or Leave me,DAY6 (데이식스)
2024-12-08,62,그대만 있다면 (여름날 우리 X 너드커넥션 (Nerd Connection)),너드커넥션(Nerd Connection)
2024-12-08,63,Strategy (feat. Megan Thee Stallion),TWICE (트와이스)
2024-12-08,64,To. X,태연 (TAEYEON)
2024-12-08,65,Attention,NewJeans
2024-12-08,66,Girls Never Die,tripleS (트리플에스)
2024-12-08,67,숲,최유리
2024-12-08,68,not the same,로제(ROSÉ)
2024-12-08,69,call it the end,로제(ROSÉ)
2024-12-08,70,"모든 날, 모든 순간 (Every day, Every Moment)",폴킴(Paul Kim)
2024-12-08,71,MEOW,MEOVV (미야오)
2024-12-08,72,클락션 (Klaxon),(여자)아이들
2024-12-08,73,인사,범진
2024-12-08,74,ETA,NewJeans
2024-12-08,75,주저하는 연인들을 위해,잔나비
2024-12-08,76,dance all night,로제(ROSÉ)
2024-12-08,77,SPOT! (feat. JENNIE),지코 (ZICO)
2024-12-08,78,그걸 사랑이라고 말하지마,다비치
2024-12-08,79,사건의 지평선,윤하(Younha/ユンナ)
2024-12-08,80,헤어지자 말해요,박재정
2024-12-08,81,Gravity,FIFTY FIFTY
2024-12-08,82,Live My Life,aespa
2024-12-08,83,사랑인가 봐,멜로망스(MeloMance)
2024-12-08,84,Drama,aespa
2024-12-08,85,미안해 미워해 사랑해,Crush
2024-12-08,86,Now or Never,CRAVITY
2024-12-08,87,청혼하지 않을 이유를 못 찾았어,이무진
2024-12-08,88,SOS,FIFTY FIFTY
2024-12-08,89,내가 S면 넌 나의 N이 되어줘,TWS (투어스)
2024-12-08,90,Dangerously,Charlie Puth(찰리 푸스)
2024-12-08,91,Boom Boom Bass,RIIZE
2024-12-08,92,Die With A Smile,Lady GaGa(레이디 가가)
2024-12-08,93,사랑은 늘 도망가,임영웅
2024-12-08,94,Super Shy,NewJeans
2024-12-08,95,Spicy,aespa
2024-12-08,96,too bad for us,로제(ROSÉ)
2024-12-08,97,오래된 노래,허각
2024-12-08,98,Cruel Summer,Taylor Swift(테일러 스위프트)
2024-12-08,99,"무제(無題) (Untitled, 2014)",G-DRAGON
2024-12-08,100,Steal The Show (From “엘리멘탈”),Lauv(라우브)
2024-12-09,1,"HOME SWEET HOME (feat. 태양, 대성)",G-DRAGON
2024-12-09,2,Whiplash,aespa
2024-12-09,3,toxic till the end,로제(ROSÉ)
2024-12-09,4,APT.,로제(ROSÉ)
2024-12-09,5,너와의 모든 지금,재쓰비 (JAESSBEE)
2024-12-09,6,POWER,G-DRAGON
2024-12-09,7,number one girl,로제(ROSÉ)
2024-12-09,8,Mantra,제니 (JENNIE)
2024-12-09,9,Drowning,WOODZ
2024-12-09,10,나는 반딧불,황가람
2024-12-09,11,HAPPY,DAY6 (데이식스)
2024-12-09,12,UP (KARINA Solo),aespa
2024-12-09,13,Letter To Myself,태연 (TAEYEON)
2024-12-09,14,Igloo,KISS OF LIFE
2024-12-09,15,Supernova,aespa
2024-12-09,16,내 이름 맑음,QWER
2024-12-09,17,첫 눈,EXO
2024-12-09,18,DRIP,BABYMONSTER
2024-12-09,19,Welcome to the Show,DAY6 (데이식스)
2024-12-09,20,내게 사랑이 뭐냐고 물어본다면,로이킴
2024-12-09,21,All I Want for Christmas Is You,Mariah Carey(머라이어 캐리)
2024-12-09,22,고민중독,QWER
2024-12-09,23,한 페이지가 될 수 있게,DAY6 (데이식스)
2024-12-09,24,How Sweet,NewJeans
2024-12-09,25,Supernatural,NewJeans
2024-12-09,26,소나기,이클립스 (ECLIPSE)
2024-12-09,27,drinks or coffee,로제(ROSÉ)
2024-12-09,28,Santa Tell Me,Ariana Grande(아리아나 그란데)
2024-12-09,29,Armageddon,aespa
2024-12-09,30,녹아내려요,DAY6 (데이식스)
2024-12-09,31,Ditto,NewJeans
2024-12-09,32,Love wins all,아이유(IU)
2024-12-09,33,gameboy,로제(ROSÉ)
2024-12-09,34,Cherish (My Love),아일릿(ILLIT)
2024-12-09,35,사랑을 억지로 할 수 없잖아,황치열
2024-12-09,36,예뻤어,DAY6 (데이식스)
2024-12-09,37,나는 아픈 건 딱 질색이니까,(여자)아이들
2024-12-09,38,청춘만화,이무진
2024-12-09,39,첫 만남은 계획대로 되지 않아,TWS (투어스)
2024-12-09,40,Snowman,Sia(시아)
2024-12-09,41,천상연,이창섭
2024-12-09,42,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU(악뮤)
2024-12-09,43,Supersonic,프로미스나인
2024-12-09,44,Small girl (feat. 도경수(D.O.)),이영지
2024-12-09,45,3am,로제(ROSÉ)
2024-12-09,46,Magnetic,아일릿(ILLIT)
2024-12-09,47,밤양갱,비비(BIBI)
2024-12-09,48,에피소드,이무진
2024-12-09,49,네모네모,YENA (최예나)
2024-12-09,50,two years,로제(ROSÉ)
2024-12-09,51,슬픈 초대장,순순희 (지환)
2024-12-09,52,I AM,IVE (아이브)
2024-12-09,53,Hype Boy,NewJeans
2024-12-09,54,Sticky,KISS OF LIFE
2024-12-09,55,stay a little longer,로제(ROSÉ)
2024-12-09,56,Congratulations,DAY6 (데이식스)
2024-12-09,57,Bubble Gum,NewJeans
2024-12-09,58,Strategy (feat. Megan Thee Stallion),TWICE (트와이스)
2024-12-09,59,Love me or Leave me,DAY6 (데이식스)
2024-12-09,60,해야 (HEYA),IVE (아이브)
2024-12-09,61,너의 모든 순간,성시경
2024-12-09,62,그대만 있다면 (여름날 우리 X 너드커넥션 (Nerd Connection)),너드커넥션(Nerd Connection)
2024-12-09,63,To. X,태연 (TAEYEON)
2024-12-09,64,"모든 날, 모든 순간 (Every day, Every Moment)",폴킴(Paul Kim)
2024-12-09,65,비의 랩소디,임재현
2024-12-09,66,Girls Never Die,tripleS (트리플에스)
2024-12-09,67,Attention,NewJeans
2024-12-09,68,MEOW,MEOVV (미야오)
2024-12-09,69,클락션 (Klaxon),(여자)아이들
2024-12-09,70,ETA,NewJeans
2024-12-09,71,숲,최유리
2024-12-09,72,그걸 사랑이라고 말하지마,다비치
2024-12-09,73,call it the end,로제(ROSÉ)
2024-12-09,74,not the same,로제(ROSÉ)
2024-12-09,75,Gravity,FIFTY FIFTY
2024-12-09,76,SPOT! (feat. JENNIE),지코 (ZICO)
2024-12-09,77,Drama,aespa
2024-12-09,78,사랑인가 봐,멜로망스(MeloMance)
2024-12-09,79,주저하는 연인들을 위해,잔나비
2024-12-09,80,dance all night,로제(ROSÉ)
2024-12-09,81,헤어지자 말해요,박재정
2024-12-09,82,인사,범진
2024-12-09,83,사건의 지평선,윤하(Younha/ユンナ)
2024-12-09,84,Live My Life,aespa
2024-12-09,85,Die With A Smile,Lady GaGa(레이디 가가)
2024-12-09,86,SOS,FIFTY FIFTY
2024-12-09,87,미안해 미워해 사랑해,Crush
2024-12-09,88,청혼하지 않을 이유를 못 찾았어,이무진
2024-12-09,89,Boom Boom Bass,RIIZE
2024-12-09,90,Spicy,aespa
2024-12-09,91,"무제(無題) (Untitled, 2014)",G-DRAGON
2024-12-09,92,내가 S면 넌 나의 N이 되어줘,TWS (투어스)
2024-12-09,93,too bad for us,로제(ROSÉ)
2024-12-09,94,Dangerously,Charlie Puth(찰리 푸스)
2024-12-09,95,Super Shy,NewJeans
2024-12-09,96,Cruel Summer,Taylor Swift(테일러 스위프트)
2024-12-09,97,사랑은 늘 도망가,임영웅
2024-12-09,98,그녀가 웃었다,DAY6 (데이식스)
2024-12-09,99,After LIKE,IVE (아이브)
2024-12-09,100,Steal The Show (From “엘리멘탈”),Lauv(라우브)
2024-12-10,1,"HOME SWEET HOME (feat. 태양, 대성)",G-DRAGON
2024-12-10,2,Whiplash,aespa
2024-12-10,3,toxic till the end,로제(ROSÉ)
2024-12-10,4,APT.,로제(ROSÉ)
2024-12-10,5,너와의 모든 지금,재쓰비 (JAESSBEE)
2024-12-10,6,POWER,G-DRAGON
2024-12-10,7,number one girl,로제(ROSÉ)
2024-12-10,8,Drowning,WOODZ
2024-12-10,9,Mantra,제니 (JENNIE)
2024-12-10,10,나는 반딧불,황가람
2024-12-10,11,UP (KARINA Solo),aespa
2024-12-10,12,HAPPY,DAY6 (데이식스)
2024-12-10,13,Letter To Myself,태연 (TAEYEON)
2024-12-10,14,내 이름 맑음,QWER
2024-12-10,15,Supernova,aespa
2024-12-10,16,Igloo,KISS OF LIFE
2024-12-10,17,첫 눈,EXO
2024-12-10,18,DRIP,BABYMONSTER
2024-12-10,19,Welcome to the Show,DAY6 (데이식스)
2024-12-10,20,All I Want for Christmas Is You,Mariah Carey(머라이어 캐리)
2024-12-10,21,내게 사랑이 뭐냐고 물어본다면,로이킴
2024-12-10,22,고민중독,QWER
2024-12-10,23,한 페이지가 될 수 있게,DAY6 (데이식스)
2024-12-10,24,소나기,이클립스 (ECLIPSE)
2024-12-10,25,Santa Tell Me,Ariana Grande(아리아나 그란데)
2024-12-10,26,How Sweet,NewJeans
2024-12-10,27,Supernatural,NewJeans
2024-12-10,28,녹아내려요,DAY6 (데이식스)
2024-12-10,29,Armageddon,aespa
2024-12-10,30,drinks or coffee,로제(ROSÉ)
2024-12-10,31,Love wins all,아이유(IU)
2024-12-10,32,사랑을 억지로 할 수 없잖아,황치열
2024-12-10,33,Ditto,NewJeans
2024-12-10,34,청춘만화,이무진
2024-12-10,35,첫 만남은 계획대로 되지 않아,TWS (투어스)
2024-12-10,36,Cherish (My Love),아일릿(ILLIT)
2024-12-10,37,Snowman,Sia(시아)
2024-12-10,38,예뻤어,DAY6 (데이식스)
2024-12-10,39,천상연,이창섭
2024-12-10,40,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU(악뮤)
2024-12-10,41,나는 아픈 건 딱 질색이니까,(여자)아이들
2024-12-10,42,Supersonic,프로미스나인
2024-12-10,43,gameboy,로제(ROSÉ)
2024-12-10,44,Small girl (feat. 도경수(D.O.)),이영지
2024-12-10,45,에피소드,이무진
2024-12-10,46,네모네모,YENA (최예나)
2024-12-10,47,Magnetic,아일릿(ILLIT)
2024-12-10,48,3am,로제(ROSÉ)
2024-12-10,49,밤양갱,비비(BIBI)
2024-12-10,50,슬픈 초대장,순순희 (지환)
2024-12-10,51,Sticky,KISS OF LIFE
2024-12-10,52,Congratulations,DAY6 (데이식스)
2024-12-10,53,Bubble Gum,NewJeans
2024-12-10,54,I AM,IVE (아이브)
2024-12-10,55,Hype Boy,NewJeans
2024-12-10,56,Love me or Leave me,DAY6 (데이식스)
2024-12-10,57,너의 모든 순간,성시경
2024-12-10,58,two years,로제(ROSÉ)
2024-12-10,59,"모든 날, 모든 순간 (Every day, Every Moment)",폴킴(Paul Kim)
2024-12-10,60,해야 (HEYA),IVE (아이브)
2024-12-10,61,To. X,태연 (TAEYEON)
2024-12-10,62,그대만 있다면 (여름날 우리 X 너드커넥션 (Nerd Connection)),너드커넥션(Nerd Connection)
2024-12-10,63,stay a little longer,로제(ROSÉ)
2024-12-10,64,비의 랩소디,임재현
2024-12-10,65,Attention,NewJeans
2024-12-10,66,주저하는 연인들을 위해,잔나비
2024-12-10,67,클락션 (Klaxon),(여자)아이들
2024-12-10,68,MEOW,MEOVV (미야오)
2024-12-10,69,ETA,NewJeans
2024-12-10,70,SPOT! (feat. JENNIE),지코 (ZICO)
2024-12-10,71,Girls Never Die,tripleS (트리플에스)
2024-12-10,72,숲,최유리
2024-12-10,73,그걸 사랑이라고 말하지마,다비치
2024-12-10,74,헤어지자 말해요,박재정
2024-12-10,75,인사,범진
2024-12-10,76,Drama,aespa
2024-12-10,77,Gravity,FIFTY FIFTY
2024-12-10,78,사랑인가 봐,멜로망스(MeloMance)
2024-12-10,79,call it the end,로제(ROSÉ)
2024-12-10,80,Strategy (feat. Megan Thee Stallion),TWICE (트와이스)
2024-12-10,81,Die With A Smile,Lady GaGa(레이디 가가)
2024-12-10,82,Spicy,aespa
2024-12-10,83,사건의 지평선,윤하(Younha/ユンナ)
2024-12-10,84,not the same,로제(ROSÉ)
2024-12-10,85,청혼하지 않을 이유를 못 찾았어,이무진
2024-12-10,86,dance all night,로제(ROSÉ)
2024-12-10,87,Live My Life,aespa
2024-12-10,88,내가 S면 넌 나의 N이 되어줘,TWS (투어스)
2024-12-10,89,Cruel Summer,Taylor Swift(테일러 스위프트)
2024-12-10,90,"무제(無題) (Untitled, 2014)",G-DRAGON
2024-12-10,91,그녀가 웃잖아,LUCY
2024-12-10,92,Boom Boom Bass,RIIZE
2024-12-10,93,SOS,FIFTY FIFTY
2024-12-10,94,Dangerously,Charlie Puth(찰리 푸스)
2024-12-10,95,미안해 미워해 사랑해,Crush
2024-12-10,96,그녀가 웃었다,DAY6 (데이식스)
2024-12-10,97,Super Shy,NewJeans
2024-12-10,98,아직 거기 살아,DAY6 (데이식스)
2024-12-10,99,too bad for us,로제(ROSÉ)
2024-12-10,100,거짓말의 반대말만 할게요,이창섭
2024-12-11,1,"HOME SWEET HOME (feat. 태양, 대성)",G-DRAGON
2024-12-11,2,toxic till the end,로제(ROSÉ)
2024-12-11,3,Whiplash,aespa
2024-12-11,4,APT.,로제(ROSÉ)
2024-12-11,5,너와의 모든 지금,재쓰비 (JAESSBEE)
2024-12-11,6,POWER,G-DRAGON
2024-12-11,7,number one girl,로제(ROSÉ)
2024-12-11,8,Drowning,WOODZ
2024-12-11,9,나는 반딧불,황가람
2024-12-11,10,Mantra,제니 (JENNIE)
2024-12-11,11,HAPPY,DAY6 (데이식스)
2024-12-11,12,UP (KARINA Solo),aespa
2024-12-11,13,Supernova,aespa
2024-12-11,14,내 이름 맑음,QWER
2024-12-11,15,Letter To Myself,태연 (TAEYEON)
2024-12-11,16,Igloo,KISS OF LIFE
2024-12-11,17,DRIP,BABYMONSTER
2024-12-11,18,첫 눈,EXO
2024-12-11,19,Welcome to the Show,DAY6 (데이식스)
2024-12-11,20,All I Want for Christmas Is You,Mariah Carey(머라이어 캐리)
2024-12-11,21,내게 사랑이 뭐냐고 물어본다면,로이킴
2024-12-11,22,한 페이지가 될 수 있게,DAY6 (데이식스)
2024-12-11,23,고민중독,QWER
2024-12-11,24,Supernatural,NewJeans
2024-12-11,25,소나기,이클립스 (ECLIPSE)
2024-12-11,26,How Sweet,NewJeans
2024-12-11,27,Armageddon,aespa
2024-12-11,28,Santa Tell Me,Ariana Grande(아리아나 그란데)
2024-12-11,29,녹아내려요,DAY6 (데이식스)
2024-12-11,30,Love wins all,아이유(IU)
2024-12-11,31,Ditto,NewJeans
2024-12-11,32,첫 만남은 계획대로 되지 않아,TWS (투어스)
2024-12-11,33,나는 아픈 건 딱 질색이니까,(여자)아이들
2024-12-11,34,Snowman,Sia(시아)
2024-12-11,35,사랑을 억지로 할 수 없잖아,황치열
2024-12-11,36,drinks or coffee,로제(ROSÉ)
2024-12-11,37,예뻤어,DAY6 (데이식스)
2024-12-11,38,천상연,이창섭
2024-12-11,39,Cherish (My Love),아일릿(ILLIT)
2024-12-11,40,Supersonic,프로미스나인
2024-12-11,41,Small girl (feat. 도경수(D.O.)),이영지
2024-12-11,42,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU(악뮤)
2024-12-11,43,에피소드,이무진
2024-12-11,44,청춘만화,이무진
2024-12-11,45,Magnetic,아일릿(ILLIT)
2024-12-11,46,밤양갱,비비(BIBI)
2024-12-11,47,gameboy,로제(ROSÉ)
2024-12-11,48,슬픈 초대장,순순희 (지환)
2024-12-11,49,네모네모,YENA (최예나)
2024-12-11,50,I AM,IVE (아이브)
2024-12-11,51,Sticky,KISS OF LIFE
2024-12-11,52,Hype Boy,NewJeans
2024-12-11,53,Bubble Gum,NewJeans
2024-12-11,54,Love me or Leave me,DAY6 (데이식스)
2024-12-11,55,그대만 있다면 (여름날 우리 X 너드커넥션 (Nerd Connection)),너드커넥션(Nerd Connection)
2024-12-11,56,너의 모든 순간,성시경
2024-12-11,57,"모든 날, 모든 순간 (Every day, Every Moment)",폴킴(Paul Kim)
2024-12-11,58,3am,로제(ROSÉ)
2024-12-11,59,Congratulations,DAY6 (데이식스)
2024-12-11,60,해야 (HEYA),IVE (아이브)
2024-12-11,61,To. X,태연 (TAEYEON)
2024-12-11,62,Attention,NewJeans
2024-12-11,63,two years,로제(ROSÉ)
2024-12-11,64,Girls Never Die,tripleS (트리플에스)
2024-12-11,65,ETA,NewJeans
2024-12-11,66,MEOW,MEOVV (미야오)
2024-12-11,67,stay a little longer,로제(ROSÉ)
2024-12-11,68,비의 랩소디,임재현
2024-12-11,69,숲,최유리
2024-12-11,70,클락션 (Klaxon),(여자)아이들
2024-12-11,71,헤어지자 말해요,박재정
2024-12-11,72,Die With A Smile,Lady GaGa(레이디 가가)
2024-12-11,73,SPOT! (feat. JENNIE),지코 (ZICO)
2024-12-11,74,주저하는 연인들을 위해,잔나비
2024-12-11,75,Gravity,FIFTY FIFTY
2024-12-11,76,그걸 사랑이라고 말하지마,다비치
2024-12-11,77,Drama,aespa
2024-12-11,78,인사,범진
2024-12-11,79,Strategy (feat. Megan Thee Stallion),TWICE (트와이스)
2024-12-11,80,청혼하지 않을 이유를 못 찾았어,이무진
2024-12-11,81,사랑인가 봐,멜로망스(MeloMance)
2024-12-11,82,call it the end,로제(ROSÉ)
2024-12-11,83,내가 S면 넌 나의 N이 되어줘,TWS (투어스)
2024-12-11,84,사건의 지평선,윤하(Younha/ユンナ)
2024-12-11,85,Live My Life,aespa
2024-12-11,86,Cruel Summer,Taylor Swift(테일러 스위프트)
2024-12-11,87,SOS,FIFTY FIFTY
2024-12-11,88,Super Shy,NewJeans
2024-12-11,89,Dangerously,Charlie Puth(찰리 푸스)
2024-12-11,90,그녀가 웃었다,DAY6 (데이식스)
2024-12-11,91,Spicy,aespa
2024-12-11,92,미안해 미워해 사랑해,Crush
2024-12-11,93,not the same,로제(ROSÉ)
2024-12-11,94,Boom Boom Bass,RIIZE
2024-12-11,95,"무제(無題) (Untitled, 2014)",G-DRAGON
2024-12-11,96,그녀가 웃잖아,LUCY
2024-12-11,97,아직 거기 살아,DAY6 (데이식스)
2024-12-11,98,After LIKE,IVE (아이브)
2024-12-11,99,dance all night,로제(ROSÉ)
2024-12-11,100,LOVE DIVE,IVE (아이브)
2024-12-12,1,"HOME SWEET HOME (feat. 태양, 대성)",G-DRAGON
2024-12-12,2,toxic till the end,로제(ROSÉ)
2024-12-12,3,Whiplash,aespa
2024-12-12,4,APT.,로제(ROSÉ)
2024-12-12,5,너와의 모든 지금,재쓰비 (JAESSBEE)
2024-12-12,6,POWER,G-DRAGON
2024-12-12,7,number one girl,로제(ROSÉ)
2024-12-12,8,나는 반딧불,황가람
2024-12-12,9,Drowning,WOODZ
2024-12-12,10,Mantra,제니 (JENNIE)
2024-12-12,11,UP (KARINA Solo),aespa
2024-12-12,12,HAPPY,DAY6 (데이식스)
2024-12-12,13,Supernova,aespa
2024-12-12,14,내 이름 맑음,QWER
2024-12-12,15,Letter To Myself,태연 (TAEYEON)
2024-12-12,16,Igloo,KISS OF LIFE
2024-12-12,17,Welcome to the Show,DAY6 (데이식스)
2024-12-12,18,DRIP,BABYMONSTER
2024-12-12,19,첫 눈,EXO
2024-12-12,20,내게 사랑이 뭐냐고 물어본다면,로이킴
2024-12-12,21,All I Want for Christmas Is You,Mariah Carey(머라이어 캐리)
2024-12-12,22,고민중독,QWER
2024-12-12,23,한 페이지가 될 수 있게,DAY6 (데이식스)
2024-12-12,24,Supernatural,NewJeans
2024-12-12,25,소나기,이클립스 (ECLIPSE)
2024-12-12,26,Santa Tell Me,Ariana Grande(아리아나 그란데)
2024-12-12,27,How Sweet,NewJeans
2024-12-12,28,녹아내려요,DAY6 (데이식스)
2024-12-12,29,Armageddon,aespa
2024-12-12,30,Love wins all,아이유(IU)
2024-12-12,31,사랑을 억지로 할 수 없잖아,황치열
2024-12-12,32,Ditto,NewJeans
2024-12-12,33,천상연,이창섭
2024-12-12,34,Snowman,Sia(시아)
2024-12-12,35,drinks or coffee,로제(ROSÉ)
2024-12-12,36,첫 만남은 계획대로 되지 않아,TWS (투어스)
2024-12-12,37,예뻤어,DAY6 (데이식스)
2024-12-12,38,나는 아픈 건 딱 질색이니까,(여자)아이들
2024-12-12,39,청춘만화,이무진
2024-12-12,40,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU(악뮤)
2024-12-12,41,Small girl (feat. 도경수(D.O.)),이영지
2024-12-12,42,Cherish (My Love),아일릿(ILLIT)
2024-12-12,43,에피소드,이무진
2024-12-12,44,Supersonic,프로미스나인
2024-12-12,45,gameboy,로제(ROSÉ)
2024-12-12,46,슬픈 초대장,순순희 (지환)
2024-12-12,47,Magnetic,아일릿(ILLIT)
2024-12-12,48,Hype Boy,NewJeans
2024-12-12,49,네모네모,YENA (최예나)
2024-12-12,50,너의 모든 순간,성시경
2024-12-12,51,Bubble Gum,NewJeans
2024-12-12,52,Love me or Leave me,DAY6 (데이식스)
2024-12-12,53,To. X,태연 (TAEYEON)
2024-12-12,54,I AM,IVE (아이브)
2024-12-12,55,Congratulations,DAY6 (데이식스)
2024-12-12,56,그대만 있다면 (여름날 우리 X 너드커넥션 (Nerd Connection)),너드커넥션(Nerd Connection)
2024-12-12,57,밤양갱,비비(BIBI)
2024-12-12,58,Sticky,KISS OF LIFE
2024-12-12,59,해야 (HEYA),IVE (아이브)
2024-12-12,60,3am,로제(ROSÉ)
2024-12-12,61,"모든 날, 모든 순간 (Every day, Every Moment)",폴킴(Paul Kim)
2024-12-12,62,비의 랩소디,임재현
2024-12-12,63,Girls Never Die,tripleS (트리플에스)
2024-12-12,64,MEOW,MEOVV (미야오)
2024-12-12,65,two years,로제(ROSÉ)
2024-12-12,66,숲,최유리
2024-12-12,67,주저하는 연인들을 위해,잔나비
2024-12-12,68,Die With A Smile,Lady GaGa(레이디 가가)
2024-12-12,69,ETA,NewJeans
2024-12-12,70,Attention,NewJeans
2024-12-12,71,헤어지자 말해요,박재정
2024-12-12,72,클락션 (Klaxon),(여자)아이들
2024-12-12,73,stay a little longer,로제(ROSÉ)
2024-12-12,74,Strategy (feat. Megan Thee Stallion),TWICE (트와이스)
2024-12-12,75,Gravity,FIFTY FIFTY
2024-12-12,76,SPOT! (feat. JENNIE),지코 (ZICO)
2024-12-12,77,Drama,aespa
2024-12-12,78,사건의 지평선,윤하(Younha/ユンナ)
2024-12-12,79,사랑인가 봐,멜로망스(MeloMance)
2024-12-12,80,Live My Life,aespa
2024-12-12,81,그걸 사랑이라고 말하지마,다비치
2024-12-12,82,Cruel Summer,Taylor Swift(테일러 스위프트)
2024-12-12,83,인사,범진
2024-12-12,84,call it the end,로제(ROSÉ)
2024-12-12,85,SOS,FIFTY FIFTY
2024-12-12,86,미안해 미워해 사랑해,Crush
2024-12-12,87,not the same,로제(ROSÉ)
2024-12-12,88,Boom Boom Bass,RIIZE
2024-12-12,89,Super Shy,NewJeans
2024-12-12,90,Spicy,aespa
2024-12-12,91,Dangerously,Charlie Puth(찰리 푸스)
2024-12-12,92,내가 S면 넌 나의 N이 되어줘,TWS (투어스)
